institution_id	esi	aas_publications	total_aas	tw_publications	total_tw	wp_publications	total_wp	nw_publications	total_nw	po_publications	total_po
120	Neuroscience & Behavior	28	240	26	226	0	0	7	12	0	0
115	Immunology	20	240	20	348	1	4	4	12	1	1
23	Chemistry	85	239	77	226	0	0	5	7	0	0
26	Mathematics	66	239	63	312	2	2	1	1	0	0
69	Pharmacology & Toxicology	49	239	49	407	0	0	2	2	2	2
28	Arts & Humanities	9	239	9	1089	0	0	0	0	0	0
71	Environment/Ecology	8	239	8	131	0	0	2	20	0	0
28	Computer Science	47	238	41	247	3	5	9	9	1	1
51	Engineering	45	237	38	218	0	0	7	10	0	0
12	Immunology	13	237	13	274	2	5	3	9	1	1
30	Computer Science	44	235	43	364	0	0	2	4	1	1
54	Immunology	28	235	27	386	1	1	1	5	0	0
134	Social Sciences, General	21	235	20	437	0	0	0	0	0	0
118	Agricultural Sciences	18	235	18	146	0	0	4	21	0	0
78	Engineering	18	235	15	119	0	0	3	18	0	0
93	Space Sciences	3	235	3	87	1	1	1	23	0	0
2	Computer Science	54	234	46	267	1	1	4	6	1	1
145	Neuroscience & Behavior	30	234	28	201	1	2	11	15	0	0
30	Economics & Business	35	232	31	239	0	0	1	1	2	2
51	Chemistry	27	232	27	254	0	0	2	11	0	0
130	Physics	19	232	16	156	0	0	6	15	1	1
129	Agricultural Sciences	38	231	36	312	1	1	2	2	1	1
132	Agricultural Sciences	20	229	20	242	0	0	2	15	2	2
95	Engineering	65	227	60	227	0	0	2	4	2	3
113	Microbiology	18	227	18	206	1	1	2	14	0	0
47	Space Sciences	41	226	40	186	0	0	3	5	0	0
64	Pharmacology & Toxicology	27	225	27	316	0	0	4	4	1	1
143	Environment/Ecology	11	225	11	172	0	0	5	16	1	1
13	Geosciences	34	224	30	195	0	0	3	8	0	0
129	Biology & Biochemistry	26	224	24	262	1	1	4	11	0	0
60	Arts & Humanities	64	223	53	211	10	11	1	1	0	0
50	Plant & Animal Science	9	223	8	374	0	0	2	2	0	0
11	Economics & Business	48	222	41	259	1	1	3	4	1	2
153	Molecular Biology & Genetics	27	222	27	287	0	0	4	6	0	0
81	Molecular Biology & Genetics	18	221	18	307	0	0	1	7	0	0
3	Mathematics	89	220	88	265	1	1	1	1	0	0
31	Space Sciences	47	219	45	162	2	3	2	16	0	0
56	Arts & Humanities	31	218	27	218	2	3	2	4	0	0
87	Pharmacology & Toxicology	30	218	29	247	1	1	4	7	0	0
103	Physics	17	218	17	138	0	0	3	16	2	3
119	Neuroscience & Behavior	34	217	32	273	0	0	5	5	1	1
118	Environment/Ecology	31	217	31	232	0	0	4	7	2	2
62	Physics	21	217	20	231	0	0	3	10	1	1
79	Environment/Ecology	11	216	9	66	0	0	3	31	0	0
123	Chemistry	31	214	30	303	0	0	1	1	1	1
46	Psychiatry/Psychology	15	214	13	164	0	0	3	17	0	0
94	Geosciences	11	214	10	197	1	3	4	8	0	0
79	Engineering	9	214	9	62	0	0	2	28	0	0
69	Physics	22	213	21	146	1	5	2	15	1	1
132	Biology & Biochemistry	17	213	17	284	0	0	2	10	0	0
46	Immunology	30	212	30	323	1	2	3	4	0	0
21	Physics	93	210	91	250	5	9	2	6	0	0
32	Mathematics	52	210	50	279	0	0	2	3	0	0
26	Economics & Business	46	210	40	207	0	0	2	2	5	6
105	Microbiology	27	210	27	288	1	2	3	3	1	1
144	Neuroscience & Behavior	28	209	28	222	0	0	6	7	0	0
121	Biology & Biochemistry	25	209	24	329	0	0	2	2	0	0
21	Molecular Biology & Genetics	7	209	7	152	1	2	2	14	0	0
59	Physics	63	208	61	171	0	0	1	12	0	0
80	Agricultural Sciences	30	208	29	290	0	0	4	5	0	0
94	Plant & Animal Science	5	208	5	241	2	4	2	8	0	0
44	Arts & Humanities	23	207	20	71	1	1	3	19	0	0
47	Arts & Humanities	32	206	27	119	3	3	3	12	0	0
59	Pharmacology & Toxicology	47	205	45	222	0	0	4	5	0	0
23	Pharmacology & Toxicology	41	205	39	224	0	0	6	7	0	0
49	Pharmacology & Toxicology	47	204	46	277	1	1	4	6	0	0
148	Plant & Animal Science	13	204	10	250	0	0	2	7	0	0
131	Microbiology	40	203	38	269	0	0	3	3	0	0
20	Immunology	30	203	29	239	0	0	3	5	0	0
10	Space Sciences	15	203	10	21	0	0	5	14	0	0
59	Computer Science	63	202	62	245	0	0	1	2	0	0
85	Social Sciences, General	22	202	21	127	1	1	2	12	1	1
157	Neuroscience & Behavior	12	202	12	233	0	0	2	6	0	0
136	Neuroscience & Behavior	10	202	10	258	0	0	3	7	0	0
83	Engineering	26	201	21	144	0	0	2	13	0	0
160	Agricultural Sciences	15	201	15	327	1	1	0	0	1	1
24	Environment/Ecology	28	200	26	242	0	0	2	6	1	1
56	Immunology	11	200	10	180	0	0	4	12	0	0
10	Physics	72	199	66	136	2	2	4	9	0	0
112	Chemistry	21	199	20	184	0	0	4	7	0	0
128	Biology & Biochemistry	27	198	22	209	0	0	3	10	0	0
69	Environment/Ecology	20	198	20	289	0	0	1	2	1	2
2	Plant & Animal Science	49	197	45	204	4	5	3	3	0	0
10	Molecular Biology & Genetics	48	197	47	239	3	4	3	4	0	0
69	Agricultural Sciences	28	197	26	293	1	1	1	3	0	0
141	Neuroscience & Behavior	1	196	1	27	0	0	1	95	0	0
152	Immunology	18	195	18	217	1	1	2	6	1	1
72	Molecular Biology & Genetics	40	194	38	275	0	0	1	2	0	0
50	Pharmacology & Toxicology	19	194	18	132	0	0	4	13	1	1
147	Agricultural Sciences	14	194	13	274	0	0	3	9	0	0
68	Engineering	56	193	56	224	0	0	2	4	0	0
139	Agricultural Sciences	24	193	23	267	0	0	2	3	0	0
129	Physics	10	193	9	105	1	5	2	15	0	0
105	Agricultural Sciences	12	189	12	327	0	0	0	0	0	0
153	Environment/Ecology	3	189	3	105	0	0	1	16	0	0
49	Mathematics	44	186	42	169	0	0	3	9	0	0
49	Physics	38	186	38	199	0	0	3	9	0	0
152	Agricultural Sciences	19	186	19	213	0	0	4	5	1	3
145	Environment/Ecology	10	185	10	143	0	0	3	12	0	0
99	Engineering	17	184	17	246	1	1	2	6	0	0
149	Microbiology	13	184	12	144	1	1	4	9	2	5
42	Materials Science	62	183	60	220	0	0	3	4	1	1
7	Economics & Business	46	183	39	231	0	0	2	2	2	3
123	Molecular Biology & Genetics	27	183	27	283	0	0	0	0	0	0
78	Physics	11	183	10	291	0	0	2	2	0	0
56	Computer Science	38	182	33	270	1	1	2	2	0	0
132	Microbiology	23	182	23	184	0	0	2	9	0	0
13	Pharmacology & Toxicology	19	182	17	317	1	2	2	2	0	0
86	Environment/Ecology	14	182	14	247	1	1	2	2	0	0
105	Psychiatry/Psychology	3	182	3	245	1	1	2	3	1	1
53	Physics	96	181	93	229	0	0	2	3	0	0
68	Microbiology	29	181	29	238	0	0	1	3	0	0
24	Plant & Animal Science	27	181	24	158	1	1	3	10	1	2
57	Pharmacology & Toxicology	42	180	40	242	1	1	3	3	0	0
57	Materials Science	24	180	21	209	0	0	4	6	0	0
109	Molecular Biology & Genetics	5	180	5	227	0	0	1	10	0	0
94	Environment/Ecology	20	177	18	132	1	2	3	10	0	0
76	Pharmacology & Toxicology	17	176	17	294	0	0	3	3	0	0
113	Immunology	70	175	70	198	0	0	5	5	0	0
21	Materials Science	55	174	51	93	1	1	6	15	0	0
53	Computer Science	32	174	31	154	0	0	1	7	0	0
161	Psychiatry/Psychology	34	173	34	193	0	0	2	4	2	2
82	Pharmacology & Toxicology	26	172	25	216	1	1	4	4	0	0
76	Microbiology	15	172	15	263	0	0	2	2	0	0
124	Pharmacology & Toxicology	32	171	32	271	1	1	1	1	0	0
53	Molecular Biology & Genetics	3	171	3	104	1	2	1	13	0	0
138	Engineering	16	170	12	70	0	0	6	18	0	0
144	Immunology	12	170	12	248	1	1	2	2	0	0
94	Molecular Biology & Genetics	2	170	2	106	1	2	1	13	0	0
125	Engineering	19	169	19	161	0	0	1	7	0	0
67	Clinical Medicine	14	169	11	189	0	0	4	7	0	0
157	Microbiology	12	169	11	181	0	0	4	9	1	1
58	Immunology	7	169	7	106	0	0	3	17	0	0
57	Social Sciences, General	37	168	35	240	2	3	1	1	0	0
87	Neuroscience & Behavior	23	168	22	178	1	1	5	6	0	0
49	Economics & Business	32	167	31	184	2	5	2	3	0	0
86	Engineering	30	167	30	78	0	0	5	11	0	0
148	Chemistry	28	167	26	166	0	0	4	8	0	0
149	Immunology	19	167	18	210	0	0	2	2	1	1
74	Pharmacology & Toxicology	18	167	18	292	0	0	1	1	0	0
102	Immunology	10	167	10	243	0	0	2	9	1	3
39	Biology & Biochemistry	3	167	3	281	1	3	1	2	0	0
12	Mathematics	47	166	46	269	1	5	0	0	0	0
23	Physics	50	165	48	246	0	0	2	4	0	0
66	Neuroscience & Behavior	33	165	28	216	0	0	5	5	0	0
109	Neuroscience & Behavior	24	164	24	219	0	0	2	2	1	2
87	Microbiology	21	163	21	217	0	0	1	3	1	1
130	Materials Science	13	163	10	55	0	0	5	14	0	0
106	Psychiatry/Psychology	4	163	4	46	0	0	1	17	0	0
62	Economics & Business	20	162	20	268	1	1	1	1	1	1
132	Pharmacology & Toxicology	20	162	20	224	1	10	2	5	1	1
83	Materials Science	17	162	13	67	0	0	2	13	0	0
145	Pharmacology & Toxicology	17	161	17	258	0	0	2	2	0	0
39	Molecular Biology & Genetics	1	161	1	274	1	3	1	2	0	0
125	Environment/Ecology	34	159	34	216	0	0	0	0	0	0
23	Computer Science	27	159	25	292	0	0	0	0	2	5
158	Clinical Medicine	34	158	33	195	0	0	4	6	0	0
57	Physics	34	158	29	145	0	0	3	8	0	0
53	Economics & Business	26	158	25	130	0	0	3	7	0	0
24	Materials Science	23	158	22	151	0	0	3	7	0	0
137	Biology & Biochemistry	21	158	21	192	0	0	3	4	0	0
50	Geosciences	19	158	18	174	2	2	3	4	0	0
60	Materials Science	64	157	60	194	0	0	2	2	2	2
112	Microbiology	17	157	16	231	0	0	1	2	2	2
2	Materials Science	65	156	62	187	0	0	1	1	2	2
157	Immunology	25	156	25	300	0	0	1	2	0	0
89	Agricultural Sciences	17	156	16	176	0	0	3	6	0	0
51	Computer Science	9	155	9	232	0	0	0	0	0	0
125	Neuroscience & Behavior	9	155	9	244	0	0	0	0	0	0
20	Mathematics	29	154	27	107	0	0	1	6	0	0
124	Microbiology	20	154	20	192	0	0	4	5	1	1
130	Engineering	17	154	15	91	0	0	5	10	0	0
161	Space Sciences	16	154	16	101	1	3	1	1	0	0
83	Physics	14	154	13	92	0	0	3	13	0	0
153	Microbiology	28	153	27	215	1	1	1	1	2	2
91	Environment/Ecology	8	153	8	129	0	0	2	10	0	0
151	Economics & Business	31	152	30	118	2	2	4	5	0	0
95	Pharmacology & Toxicology	2	152	2	300	0	0	0	0	1	1
49	Computer Science	49	151	45	193	0	0	0	0	0	0
33	Mathematics	41	151	36	168	1	1	3	3	0	0
65	Physics	9	151	9	172	0	0	1	9	1	2
57	Neuroscience & Behavior	3	151	3	207	0	0	1	4	0	0
11	Mathematics	69	150	67	179	0	0	2	3	0	0
68	Environment/Ecology	45	150	45	113	0	0	1	5	1	2
156	Social Sciences, General	22	150	20	187	0	0	0	0	1	1
110	Environment/Ecology	16	150	16	139	0	0	3	5	0	0
143	Chemistry	15	150	12	44	1	1	5	17	0	0
39	Physics	16	149	14	43	0	0	2	15	0	0
144	Microbiology	9	149	9	231	1	1	1	1	0	0
66	Geosciences	1	149	1	218	0	0	1	2	0	0
27	Economics & Business	63	148	55	160	2	4	1	1	2	3
96	Agricultural Sciences	25	148	21	133	0	0	1	3	1	1
112	Materials Science	21	148	19	84	1	1	4	11	0	0
131	Neuroscience & Behavior	16	148	14	146	0	0	6	7	0	0
74	Biology & Biochemistry	14	148	11	49	1	1	1	15	0	0
45	Materials Science	36	146	35	237	0	0	0	0	0	0
17	Plant & Animal Science	8	145	8	218	1	1	1	1	0	0
72	Biology & Biochemistry	36	144	35	214	0	0	2	2	0	0
137	Pharmacology & Toxicology	24	144	24	174	0	0	4	6	0	0
58	Chemistry	13	144	13	97	0	0	3	15	0	0
58	Microbiology	11	144	11	237	0	0	0	0	0	0
37	Space Sciences	33	142	30	84	0	0	1	5	0	0
157	Environment/Ecology	4	142	4	48	0	0	2	18	0	0
113	Geosciences	27	140	26	101	0	0	2	7	0	0
114	Social Sciences, General	9	140	7	96	1	1	4	11	0	0
106	Biology & Biochemistry	12	139	12	187	0	0	3	3	0	0
17	Neuroscience & Behavior	7	139	7	210	1	1	1	1	0	0
51	Materials Science	37	138	34	128	0	0	5	6	0	0
128	Psychiatry/Psychology	28	138	28	134	1	3	3	3	2	3
49	Immunology	14	138	13	154	0	0	2	4	1	3
112	Pharmacology & Toxicology	18	137	17	144	0	0	2	5	0	0
113	Physics	41	136	38	130	0	0	4	4	0	0
144	Pharmacology & Toxicology	6	136	6	210	0	0	1	1	0	0
96	Environment/Ecology	5	136	4	94	0	0	4	10	0	0
29	Mathematics	68	135	63	183	4	4	1	1	0	0
112	Engineering	24	135	22	112	0	0	2	8	0	0
34	Economics & Business	23	135	22	88	0	0	3	5	1	1
131	Pharmacology & Toxicology	23	135	23	169	0	0	2	2	1	2
88	Agricultural Sciences	16	135	15	216	0	0	1	1	0	0
81	Psychiatry/Psychology	10	135	10	175	0	0	2	2	0	0
103	Computer Science	7	135	7	239	0	0	1	1	0	0
81	Neuroscience & Behavior	22	134	22	207	1	1	1	1	0	0
147	Chemistry	11	134	11	163	0	0	3	8	0	0
94	Neuroscience & Behavior	7	134	7	163	0	0	2	5	0	0
39	Engineering	58	133	54	165	1	1	1	1	1	2
69	Social Sciences, General	6	133	6	173	0	0	2	3	0	0
54	Pharmacology & Toxicology	17	132	15	159	1	1	2	3	0	0
110	Neuroscience & Behavior	15	132	14	73	0	0	4	10	0	0
95	Agricultural Sciences	10	132	10	125	1	1	3	7	1	2
148	Engineering	36	131	36	164	0	0	0	0	0	0
10	Economics & Business	26	131	23	73	1	1	2	5	0	0
120	Molecular Biology & Genetics	13	131	12	184	0	0	2	2	0	0
57	Economics & Business	33	130	31	154	0	0	1	1	1	1
74	Environment/Ecology	5	130	5	95	0	0	3	9	0	0
153	Pharmacology & Toxicology	17	129	17	200	0	0	0	0	2	2
13	Computer Science	48	128	41	154	0	0	1	1	0	0
17	Biology & Biochemistry	8	128	8	103	0	0	2	9	0	0
74	Agricultural Sciences	7	128	6	209	0	0	1	1	0	0
93	Molecular Biology & Genetics	6	127	6	204	0	0	1	1	0	0
51	Geosciences	4	127	4	72	1	2	1	5	1	1
79	Chemistry	25	126	23	79	1	3	3	8	0	0
28	Space Sciences	21	126	21	100	0	0	1	4	0	0
17	Agricultural Sciences	9	126	9	110	0	0	2	7	0	0
58	Mathematics	14	125	13	131	1	1	1	5	0	0
59	Space Sciences	4	125	4	40	0	0	1	8	0	0
118	Chemistry	32	124	30	186	0	0	0	0	0	0
150	Neuroscience & Behavior	12	124	12	107	0	0	4	4	0	0
136	Microbiology	9	124	9	102	3	6	2	3	1	3
152	Environment/Ecology	1	124	1	165	0	0	1	1	0	0
154	Pharmacology & Toxicology	22	123	21	195	0	0	2	2	0	0
105	Neuroscience & Behavior	21	123	20	182	0	0	2	2	0	0
137	Agricultural Sciences	13	123	13	158	0	0	2	2	0	0
122	Global	12	123	12	135	0	0	3	5	0	0
104	Environment/Ecology	11	123	11	151	0	0	2	6	0	0
16	Mathematics	69	122	62	149	1	1	2	2	2	3
59	Materials Science	53	122	48	139	0	0	2	2	0	0
1	Economics & Business	39	122	36	172	0	0	1	1	1	1
136	Agricultural Sciences	19	121	16	67	2	3	2	7	0	0
114	Chemistry	18	121	16	52	0	0	4	10	0	0
150	Microbiology	11	121	11	149	0	0	1	2	1	1
97	Microbiology	10	121	10	178	1	1	1	1	0	0
43	Mathematics	65	120	63	186	1	1	0	0	0	0
19	Mathematics	40	120	38	166	0	0	1	1	0	0
87	Biology & Biochemistry	25	120	24	147	0	0	2	3	0	0
115	Psychiatry/Psychology	4	120	4	332	1	1	2	3	0	0
17	Geosciences	6	119	6	81	0	0	1	8	0	0
41	Materials Science	26	118	24	172	0	0	2	2	0	0
41	Computer Science	38	117	33	123	1	2	3	3	1	1
113	Computer Science	34	117	34	148	2	3	1	1	0	0
125	Pharmacology & Toxicology	22	117	21	103	1	1	2	5	0	0
68	Materials Science	28	116	28	150	0	0	1	3	0	0
23	Materials Science	42	115	38	112	1	1	2	3	0	0
113	Materials Science	34	115	31	83	0	0	2	4	0	0
21	Economics & Business	30	114	24	91	1	1	2	4	2	2
107	Chemistry	29	114	27	124	0	0	3	4	0	0
97	Psychiatry/Psychology	25	114	25	173	1	1	0	0	1	2
62	Chemistry	24	114	24	175	1	2	2	2	0	0
86	Chemistry	28	113	28	79	0	0	5	5	0	0
63	Microbiology	17	113	16	170	1	2	0	0	0	0
98	Microbiology	13	113	12	130	0	0	1	1	0	0
124	Environment/Ecology	7	113	7	177	0	0	2	2	1	1
31	Mathematics	47	112	46	187	1	1	0	0	0	0
41	Arts & Humanities	22	112	20	159	2	2	0	0	0	0
127	Agricultural Sciences	12	112	12	171	0	0	2	3	0	0
138	Chemistry	12	112	10	55	0	0	3	12	0	0
134	Computer Science	12	112	12	222	0	0	0	0	0	0
132	Environment/Ecology	1	112	1	87	0	0	1	8	0	0
5	Materials Science	46	111	45	139	0	0	2	2	0	0
15	Arts & Humanities	21	111	15	160	4	4	1	1	0	0
141	Clinical Medicine	15	111	15	166	0	0	2	2	0	0
2	Economics & Business	37	110	34	129	0	0	0	0	1	2
3	Pharmacology & Toxicology	36	110	36	115	2	2	3	3	0	0
10	Arts & Humanities	14	110	12	92	0	0	2	3	0	0
74	Psychiatry/Psychology	14	110	14	149	0	0	2	2	1	3
161	Neuroscience & Behavior	10	110	9	100	0	0	4	5	1	1
1	Mathematics	44	109	41	131	1	1	2	2	0	0
42	Economics & Business	28	109	27	132	1	1	0	0	0	0
80	Psychiatry/Psychology	20	109	17	112	0	0	4	4	0	0
127	Microbiology	11	109	11	176	0	0	1	2	0	0
152	Molecular Biology & Genetics	9	109	8	91	1	1	2	7	0	0
51	Physics	13	108	12	113	0	0	2	4	0	0
76	Agricultural Sciences	27	107	27	216	0	0	0	0	0	0
139	Pharmacology & Toxicology	26	107	26	124	0	0	2	3	0	0
107	Plant & Animal Science	24	107	23	120	1	1	3	4	1	1
111	Chemistry	21	107	17	82	0	0	6	8	0	0
142	Immunology	9	107	9	148	0	0	2	4	0	0
95	Computer Science	29	106	28	108	0	0	1	2	0	0
2	Mathematics	22	105	19	34	0	0	2	10	0	0
24	Economics & Business	14	105	11	86	2	3	1	2	2	3
104	Engineering	13	105	13	88	0	0	4	7	0	0
121	Chemistry	11	105	10	152	0	0	2	2	0	0
87	Molecular Biology & Genetics	10	105	9	136	0	0	1	1	0	0
107	Materials Science	8	105	6	19	0	0	2	12	0	0
65	Environment/Ecology	5	105	5	96	0	0	2	7	0	0
52	Mathematics	50	104	48	138	1	1	0	0	0	0
103	Environment/Ecology	28	104	28	133	0	0	1	1	0	0
139	Psychiatry/Psychology	14	104	13	38	0	0	3	10	0	0
97	Engineering	5	104	5	84	0	0	2	5	0	0
46	Social Sciences, General	16	103	16	100	2	2	2	2	1	1
136	Pharmacology & Toxicology	10	102	9	19	3	3	4	10	0	0
94	Social Sciences, General	15	101	15	140	0	0	0	0	0	0
121	Psychiatry/Psychology	10	101	10	126	1	1	2	4	0	0
119	Psychiatry/Psychology	14	99	14	140	1	5	1	1	0	0
139	Microbiology	22	98	22	142	1	1	0	0	1	2
94	Psychiatry/Psychology	20	98	20	96	0	0	2	3	0	0
110	Social Sciences, General	20	98	20	118	2	2	1	1	0	0
68	Mathematics	15	98	15	119	0	0	1	2	0	0
18	Social Sciences, General	12	98	11	106	1	1	1	3	0	0
69	Psychiatry/Psychology	10	98	10	148	0	0	1	2	0	0
42	Geosciences	37	97	36	136	0	0	0	0	1	4
136	Environment/Ecology	4	97	4	8	0	0	1	11	1	1
82	Molecular Biology & Genetics	13	96	12	101	0	0	1	1	0	0
161	Environment/Ecology	26	95	25	99	0	0	2	2	1	1
24	Computer Science	10	95	10	146	0	0	1	1	0	0
55	Environment/Ecology	6	95	6	35	0	0	2	7	0	0
107	Physics	14	94	12	66	0	0	3	6	1	1
154	Chemistry	12	94	11	141	0	0	2	3	0	0
64	Agricultural Sciences	7	94	7	134	1	2	0	0	1	1
143	Engineering	7	94	7	20	0	0	1	12	0	0
131	Physics	2	94	1	30	1	1	1	18	0	0
120	Pharmacology & Toxicology	22	93	22	136	0	0	1	1	0	0
100	Computer Science	15	93	15	83	0	0	3	5	1	1
137	Chemistry	8	93	7	119	0	0	0	0	0	0
101	Pharmacology & Toxicology	22	92	20	124	1	1	1	1	1	1
157	Pharmacology & Toxicology	16	92	16	144	1	1	1	1	0	0
62	Computer Science	20	91	20	193	0	0	0	0	0	0
82	Psychiatry/Psychology	11	91	10	68	0	0	2	6	0	0
70	Biology & Biochemistry	10	91	9	50	0	0	2	8	0	0
150	Pharmacology & Toxicology	9	91	9	108	0	0	1	1	1	2
92	Computer Science	6	91	6	94	0	0	1	7	0	0
87	Environment/Ecology	6	91	5	197	0	0	1	1	1	1
57	Immunology	35	90	34	115	1	1	0	0	0	0
60	Mathematics	25	90	24	161	1	1	0	0	0	0
45	Physics	24	90	23	132	0	0	0	0	0	0
145	Immunology	10	90	10	154	0	0	0	0	0	0
121	Molecular Biology & Genetics	10	90	10	149	0	0	0	0	1	1
136	Psychiatry/Psychology	9	90	7	80	0	0	1	5	0	0
87	Psychiatry/Psychology	13	89	13	131	0	0	1	1	0	0
123	Engineering	11	89	11	113	0	0	0	0	0	0
79	Plant & Animal Science	11	89	11	98	1	1	2	3	0	0
102	Microbiology	10	89	10	111	0	0	1	3	0	0
53	Neuroscience & Behavior	16	88	13	44	0	0	3	8	0	0
39	Agricultural Sciences	14	88	14	75	0	0	2	3	0	0
88	Psychiatry/Psychology	12	88	11	123	0	0	1	2	0	0
157	Psychiatry/Psychology	11	87	9	56	0	0	1	5	0	0
53	Immunology	13	86	13	87	1	2	1	1	1	2
54	Biology & Biochemistry	12	86	10	42	0	0	5	8	0	0
128	Agricultural Sciences	11	86	11	120	1	1	0	0	0	0
123	Plant & Animal Science	1	86	1	97	0	0	1	3	0	0
30	Mathematics	32	85	28	123	1	1	1	1	0	0
5	Pharmacology & Toxicology	22	85	22	124	0	0	1	1	0	0
105	Biology & Biochemistry	15	85	15	164	0	0	0	0	0	0
125	Psychiatry/Psychology	8	85	8	76	0	0	1	4	0	0
66	Psychiatry/Psychology	5	85	4	98	0	0	1	1	0	0
148	Social Sciences, General	5	85	5	140	0	0	0	0	0	0
39	Chemistry	25	84	23	79	0	0	1	4	0	0
41	Economics & Business	23	84	20	90	0	0	2	2	2	2
145	Psychiatry/Psychology	18	84	18	95	0	0	2	2	0	0
150	Environment/Ecology	3	84	3	59	1	1	2	5	0	0
2	Neuroscience & Behavior	7	83	7	120	0	0	1	2	0	0
130	Social Sciences, General	5	83	5	93	1	1	1	1	0	0
161	Pharmacology & Toxicology	4	83	4	124	0	0	2	2	0	0
4	Arts & Humanities	22	82	22	95	0	0	1	3	0	0
111	Environment/Ecology	19	82	19	85	0	0	3	3	0	0
21	Microbiology	16	82	12	31	1	1	4	7	0	0
134	Plant & Animal Science	15	82	15	97	1	1	1	1	0	0
153	Psychiatry/Psychology	9	82	8	115	0	0	1	1	0	0
69	Engineering	27	81	27	135	0	0	0	0	0	0
117	Chemistry	25	81	22	103	0	0	2	2	0	0
52	Immunology	17	81	16	109	0	0	1	2	1	1
24	Physics	17	81	16	99	0	0	2	2	0	0
65	Chemistry	13	81	12	91	1	1	2	4	0	0
147	Psychiatry/Psychology	10	81	9	136	0	0	1	1	0	0
54	Environment/Ecology	8	81	8	147	0	0	1	1	0	0
61	Engineering	38	80	34	72	0	0	2	2	0	0
78	Chemistry	24	80	22	76	1	1	1	2	0	0
134	Chemistry	20	80	19	111	0	0	2	2	0	0
154	Microbiology	16	80	16	104	0	0	1	1	1	1
121	Agricultural Sciences	11	80	10	106	0	0	2	2	0	0
159	Neuroscience & Behavior	9	80	8	136	0	0	2	2	0	0
128	Chemistry	8	80	7	38	0	0	1	9	0	0
139	Engineering	7	80	6	36	0	0	1	8	0	0
93	Environment/Ecology	7	80	6	59	0	0	3	5	0	0
136	Molecular Biology & Genetics	5	80	5	122	0	0	2	2	0	0
96	Engineering	8	79	8	71	0	0	2	4	0	0
68	Economics & Business	22	78	22	108	1	1	0	0	0	0
126	Biology & Biochemistry	11	78	11	136	0	0	0	0	0	0
110	Chemistry	11	78	9	58	1	1	2	3	0	0
83	Environment/Ecology	11	78	11	105	0	0	2	3	0	0
119	Agricultural Sciences	10	78	10	138	0	0	1	1	0	0
95	Biology & Biochemistry	7	78	7	125	0	0	0	0	0	0
161	Agricultural Sciences	16	77	16	56	0	0	2	3	0	0
129	Chemistry	15	77	13	72	1	1	3	3	0	0
107	Computer Science	13	77	12	122	1	1	1	1	0	0
62	Arts & Humanities	12	77	12	105	0	0	0	0	0	0
39	Materials Science	21	76	19	61	0	0	1	4	0	0
103	Plant & Animal Science	18	76	18	126	2	2	0	0	0	0
42	Mathematics	41	75	39	93	0	0	0	0	1	2
104	Chemistry	20	75	20	86	0	0	3	3	0	0
62	Materials Science	16	75	15	93	0	0	2	2	0	0
134	Physics	15	75	14	124	0	0	0	0	0	0
97	Chemistry	12	75	12	64	1	1	1	6	0	0
138	Environment/Ecology	9	75	9	98	0	0	1	1	1	2
63	Pharmacology & Toxicology	8	75	8	131	0	0	0	0	0	0
118	Engineering	24	74	20	82	0	0	0	0	0	0
53	Pharmacology & Toxicology	21	74	20	108	0	0	0	0	0	0
18	Environment/Ecology	20	74	18	114	0	0	0	0	0	0
2	Biology & Biochemistry	19	74	19	96	1	1	1	1	1	1
113	Economics & Business	12	73	12	46	1	1	1	4	0	0
61	Economics & Business	11	73	9	75	0	0	0	0	1	1
112	Economics & Business	19	72	16	52	2	2	2	3	1	1
72	Chemistry	16	72	15	93	0	0	2	2	0	0
82	Biology & Biochemistry	12	72	12	112	0	0	0	0	0	0
66	Microbiology	11	72	11	121	0	0	0	0	0	0
80	Environment/Ecology	10	72	7	63	0	0	4	4	0	0
109	Biology & Biochemistry	9	72	9	87	0	0	2	3	0	0
145	Chemistry	8	72	8	57	0	0	1	5	0	0
58	Materials Science	6	72	6	47	0	0	2	9	0	0
39	Neuroscience & Behavior	6	72	4	51	0	0	3	5	0	0
152	Biology & Biochemistry	5	72	5	136	0	0	0	0	0	0
152	Neuroscience & Behavior	21	71	20	56	0	0	3	3	0	0
118	Materials Science	17	71	14	65	0	0	0	0	0	0
96	Psychiatry/Psychology	14	71	12	72	0	0	2	2	0	0
123	Psychiatry/Psychology	12	71	12	76	0	0	2	3	0	0
98	Pharmacology & Toxicology	9	71	9	90	0	0	1	1	0	0
110	Molecular Biology & Genetics	7	71	7	72	0	0	3	3	0	0
139	Environment/Ecology	6	71	6	12	0	0	2	9	0	0
63	Biology & Biochemistry	4	71	4	74	0	0	2	3	1	1
160	Geosciences	2	71	1	15	0	0	1	6	0	0
104	Materials Science	6	70	6	45	0	0	2	5	0	0
41	Physics	22	69	21	69	0	0	2	2	0	0
67	Environment/Ecology	18	69	15	70	0	0	2	3	0	0
5	Agricultural Sciences	17	69	17	102	0	0	0	0	0	0
68	Computer Science	17	69	17	69	0	0	1	1	0	0
81	Chemistry	8	69	7	96	0	0	1	1	0	0
154	Computer Science	6	69	6	36	0	0	1	7	0	0
131	Plant & Animal Science	1	69	1	26	0	0	1	8	0	0
56	Pharmacology & Toxicology	21	68	21	120	0	0	0	0	1	1
72	Environment/Ecology	16	68	14	58	0	0	4	4	0	0
